Title,Director,Production,Music Composer,Cast,Genre,Release Date,Year,index
Kacha Devayani,"C. Dronamraju
",Radha Film Company,Not Known,"S. P. Lakshmana Swamy, C. Krishnaveni, C. Suryanarayana Bhagavathar, R. Rami Reddy, K. Raghuramayya",Mythology,[1],1930,1674
Kasula Peru,C. Pullaiah,Andhra Talkies,Not Known,"K. Hanumantha Rao, Sundaramma, Srihari, Tulasamma",Drama,"12 January 1938 [Other 2 Documentary Films released]
",1930,1675
Krishna Jarasandha,"C. Narasimha Rao
",Jaya Films,Not Known,"T. Ramakrishna Sastry, ",Mythology,"
",1930,1676
Mala Pilla,Gudavalli Ramabrahmam,Jagadeesh Filims,Not Known,Govindarajula Subba Rao,Social,"25 September 1938
",1930,1677
Mohini Basmasura,C. Pullaiah,Andhra Talkies,Not Known,Pushpavalli,Devotional,"
",1930,1678
Narada Samsaram,"
",,Not Known,,,"
",1930,1679
Satyanarayana Vratam,C. Pullaiah,Andhra Talkies,Not Known,"Kamaraju, Devarakonda Ramoorthi, Hymavathi, Laxminarasamma",Drama,"12 January 1938 [Other 2 Documentary Films released]
",1930,1680
Thukaram,"B. Narayana Rao
",Star Combines,Not Known,C. S. R. Anjaneyulu,Drama,"
",1930,1681
Amma,"Niranjan Pal
",,Not Known,,,"
",1930,1682
Jayaprada,"Ch. Narasimha Rao
",Sharada-Rayalseema Films,Not Known,C. S. R. Anjaneyulu,Devotional,"
",1930,1683
Mahananda,"China Kameswara Rao Dronamraju
",Jaya Films,Not Known,"Adhanki Srirama Murthy, Parepalli Subba Rao, ",Devotional,"
",1930,1684
Malli Pelli,Y. V. Rao,Sri Jagadish Films,Not Known,Y. V. Rao,Social,"
",1930,1685
Panduranga Vittal,"B. V. Ramanandam
",Radha Film Company,Not Known,"Panchangam Ramanujachary, T. Chalapathi Rao, Dasari Kotiratnam, D. Satyanarayana, Kanthamani",Devotional,"
",1930,1686
Pasupathastram,"K. Ranga Rao
",,Not Known,K. Raghuramaiah,Devotional,"
",1930,1687
Mathru Bhoomi,H. M. Reddy,Vel Pictures,Not Known,P. U. Chinnappa,Drama,"
",1930,1688
Radha Krishna,"
",,Not Known,,,"
",1930,1689
Raithu Bidda,Gudavalli Ramabrahmam,Sri Saradhi Films,Not Known,Bellary Raghava,Social,"27 August 1939
",1930,1690
"Sri Venkateswara Mahatyam (Also Known as ""Balaji"")",P. Pullaiah,Famous Pictures,Not Known,C. S. R. Anjaneyulu,Devotional,"
",1930,1691
Vande Mataram,B. N. Reddy,Vauhini Studios,Not Known,Chittor V. Nagaiah,Social,"
",1930,1692
Vara Vikrayam,C. Pullaiah,East India Film Company,Not Known,Pushpavalli,Social,"
",1930,1693
Aada Janma,"G. R. Rao
",Modern Theatres,S. Dakshinamurthi,C. H. Narayana Rao,"Drama
",1951,1951,1694
Aakasa Raju,"Jyotish Sinha
","Trimurthi Productions
","
","Gowrinatha Sastri, ","Devotional
",1951,1951,1695
Agni Pareeksha,"M. N. Ramana Rao
","Sri Saradhi Films
",Gali Penchala Narasimha Rao,K. Raghuramaiah,"Social
",1951,1951,1696
Chandravanka,"Jithen Banerjee
","Sri Padmanabha Pictures
",Nalam Nageswara Rao,K. Raghuramaiah,"Folklore
",1951,1951,1697
Deeksha,K. S. Prakash Rao,Prakash Productions,Pendyala Nageswara Rao,G. Varalakshmi,"Social
",1951,1951,1698
Jeevitha Nouka,"K. Vembu
",K & K Combines,V. Dakshinamoorthy,Thikkurissy Sukumaran Nair,"Social
",1951,1951,1699
Malliswari,B. N. Reddy,Vijaya Productions,S. Rajeswara Rao,N. T. Rama Rao,"Folklore
",1951,1951,1700
Mangala,"Chandru
",Gemini Studios,M. D. Parthasarathy,Ranjan,"Folklore
",1951,1951,1701
Mantra Dandam,"K. S. Ramachandra Rao
","Sri Gnanambika Pictures
",Nalam Nageswara Rao,A. Nageswara Rao,"Fantasy
",1951,1951,1702
Marmayogi,K. Ramnoth,Jupiter Pictures,S. M. Subbaiah Naidu,M. G. Ramachandran,"Action
",1951,1951,1703
Maya Pilla,"R. Prakash
","Prakash Shankar Pictures
",S. Rajeswara Rao,K. Raghuramaiah,"Folklore
",1951,1951,1704
Mayalamari,"P. Sridhar
","Aswini Pictures
",P. Adinarayana Rao,A. Nageswara Rao,"Fantasy
",1951,1951,1705
Nirdoshi,H. M. Reddy,"Rohini Pictures
",Ghantasala,Anjali Devi,"Drama
",1951,1951,1706
Pelli Kuthuru,N. S. Krishnan,N. S. K. Films,C. R. Subburaman,S. V. Sahasranamam,"Social
",1951,1951,1707
Penkipilla,"B. V. Ramanandam
","Radhakrishna Films
","P. R. Moni
","Chandralekha, Duggirala Satyavathi, Alamuri Kumariratnam, Ammaji, Sundaramani
","Drama
",1951,1951,1708
Perantalu,"T. Gopichand
","Vijayalakshmi Films
",B. Rajinikanta Rao,C. H. Narayana Rao,"Drama
",1951,1951,1709
Rupavathi,"K. Prabhakar Rao
","Swathi Films
",C. R. Subburaman,C. H. Narayana Rao,"Folklore
",1951,1951,1710
Sarvadikari,T. R. Sundaram,Modern Theatres,S. Dakshinamurthi,M. G. Ramachandran,"Action
",1951,1951,1711
Soudamini,K. B. Nagabhushanam,Sri Raja Rajeswari Films,S. V. Venkatraman,A. Nageswara Rao,"Adventure
",1951,1951,1712
Stree Sahasam,Vedantam Raghavaiah,"Vinodha Pictures
",C. R. Subburaman,A. Nageswara Rao,"Fantasy
",1951,1951,1713
Tilottama,"Raja of Mirzapur
","Sobhanachala Pictures
",P. Adinarayana Rao,A. Nageswara Rao,"Adventure
",1951,1951,1714
Aadarsham,"H. V. Babu
","Subhodaya Pictures
","Aswathama
",Jaggayya,"Social
",1952,1952,1715
Aakali,"K. J. Mohan Rao
",K & K Combines,"P. S. Diwakar
",Thikkurissy Sukumaran Nair,"Social
",1952,1952,1716
Athinti Kapuram,Acharya,Modern Theaters,S. Dakshinamurthi,M. N. Nambiar,"Drama
",1952,1952,1717
Chinna Kodalu,Ghantasala Balaramayya,"Prathibha Pictures
","Aswathama
",C. H. Narayana Rao,"Social
",1952,1952,1718
Chinnamma Katha,S. V. S. Rama Rao,"Jeimini Productions
","Veluri Krishna Murthy
",Govindarajula Subba Rao,"Social
",1952,1952,1719
Daasi,L. V. Prasad,Rajyam Pictures,C. R. Subbaraman,N. T. Rama Rao,"Drama
",1952,1952,1720
Dharma Devatha,P. Pullaiah,Ragini Films,C. R. Subbaraman,P. Shanthakumari,"Drama
",1952,1952,1721
Kanchana,S. M. Sriramulu Naidu,Pakshiraja Studios,S. M. Subbaiah Naidu,K. R. Ramaswamy,"Social
",1952,1952,1722
Manavathi,Y. V. Rao,"Sarvodaya Films
",B. Rajinikanta Rao,C. H. Narayana Rao,Devotional,1952,1952,1723
Maradalu Pelli,Mukkamala,"M. K. M. Productions
",V. Nagaiah,Mukkamala,"Drama
",1952,1952,1724
Mugguru Kodukulu,R. Nagendra Rao,Gemini Studios,"P. S. Anantharaman, ",M. K. Radha,"Social
",1952,1952,1725
Palletooru,T. Prakash Rao,"People's Art Productions
",Ghantasala,N. T. Rama Rao,"Social
",1952,1952,1726
Peda Raithu,K. B. Nagabhushanam,Sri Raja Rajeswari Films,"H. R. Padmanabha Sastry
","M. Srirama Murthy, ","Drama
",1952,1952,1727
Pelli Chesi Choodu,L. V. Prasad,Vijaya Productions,Ghantasala,N. T. Rama Rao,"Social
",1952,1952,1728
Praja Seva,"K. Prabhakar Rao
",Sobhanachala Pictures,"M. B. Walke
",C. Lakshmi Rajyam,"Drama
",1952,1952,1729
Prema,P. S. Ramakrishna Rao,Bharani Studios,C. R. Subbaraman,A. Nageswara Rao,"Drama
",1952,1952,1730
Priyuralu,T. Gopichand,"Bharathalakshmi Productions
",S. Rajeswara Rao,"Lakshmikantam, ","Drama
",1952,1952,1731
Rajeswari,R. Padmanaban,Padmanaban Creations,Ogirala Ramachandra Rao,"M. Srirama Murthy, ","Folklore
",1952,1952,1732
Sahasam,"Raja of Mirjapur
",Sobhanachala Pictures,"M. B. Walke
","Prabhakar Rao, ","Folklore
",1952,1952,1733
Sankranti,C. Pullaiah,"Chamria Productions
","Aswathama
","Chandrashekar, ","Drama
",1952,1952,1734
Santhi,Vedantam Raghavaiah,"Vinodha Pictures
",C. R. Subbaraman,Govindarajula Subba Rao,"Drama
",1952,1952,1735
Savati Poru,T. R. Sundaram,Modern Theaters,S. Dakshinamurthi,"G. Muthukrishnan, ","Epic
",1952,1952,1736
Singari,T. R. Raghunath,"National Productions
",S. V. Venkatraman,T. R. Ramachandran,"Drama
",1952,1952,1737
Suvarna Mala,"K. Sadasiva Rao
","
","
","Aarani Suryanarayana, Surabhi Balasaraswathi
","Drama
",1952,1952,1738
Tingu Ranga,B. A. Subba Rao,"Yuva Chithra Combines
",T. V. Raju,"M. Srirama Murthy, ","Drama
",1952,1952,1739
Apeksha,"M. Natesan
","Natesh Art Pictures
",T. R. Pappa,Sivaji Ganesan,"Drama
",1953,1953,1740
Amarakavi,"F. Nagoor
","Nagoor Cine Productions
",G. Ramanathan,M. K. Thyagaraja Bhagavathar,"Folklore
",1953,1953,1741
Ammalakkalu,D. Yoganand,Krishna Pictures,G. Ramanathan,N. T. Rama Rao,"Social
",1953,1953,1742
Bratuku Teruvu,P. S. Ramakrishna Rao,"
","
",Akkineni Nageswara Rao,"Drama
",1953,1953,1743
Chivaruku Miguledhi Emi Unadhi,P. S. Ramakrishna Rao,"Bhaskar Productions
",C. R. Subbaraman,A. Nageswara Rao,"Drama
",1953,1953,1744
Kitukendo Cheppave Chalaki Bullemma,P. Bhanumathi,Bharani Pictures,C. R. Subbaraman,P. Bhanumathi,"Folklore
",1953,1953,1745
Devadasu,Vedantam Raghavaiah,"Vinodha Pictures
",C. R. Subbaraman,A. Nageswara Rao,"Romance
",1953,1953,1746
Gumastha,"R. M. Krishnaswamy
","Aruna Pictures
",G. Ramanathan,V. Nagaiah,"Social
",1953,1953,1747
Inspector,"R. S. Mani
",Jupiter Pictures,G. Ramanathan,S. Balachander,"Drama
",1953,1953,1748
Jaganmohini,"Dr. Shankar Singh
","Mahatma Pictures
","P. Shyamanna
",Harini,"Fantasy
",1953,1953,1749
Kanna Talli,K. S. Prakash Rao,Prakash Productions,Pendyala Nageswara Rao,A. Nageswara Rao,"Drama
",1953,1953,1750
Kodarikam,K. Vembu,"Sri Gajanna Productions
",C. N. Pandurangan,"Ramachandra Kasyap, ","Drama
",1953,1953,1751
Lakshmi,K. B. Nagabhushanam,Sri Raja Rajeswari Films,M. D. Parthasarathy,P. Kannamba,"Drama
",1953,1953,1752
Manjari,Y. V. Rao,"Sri Varuna and Mahatma Pictures
","H. R. Padmanabha Sastry
",C. H. Narayana Rao,"Folklore
",1953,1953,1753
Naa Chellelu,Ch. Narayana Murthy,"Ashoka Pictures
",C. N. Pandurangan,"Amarnath, ","Social
",1953,1953,1754
Naa Illu,V. Nagaiah,Our India Films,V. Nagaiah,V. Nagaiah,"Drama
",1953,1953,1755
Okka Talli Pillalu,A. S. A. Sami,Pakshiraja Studios,S. M. Subbaiah Naidu,"Sriram, ","Drama
",1953,1953,1756
Pakka Inti Ammayi,C. Pullaiah,East India Film Company,"Aswathamma
",Relangi,"Comedy
",1953,1953,1757
Paradesi,L. V. Prasad,Anjali Pictures,P. Adinarayana Rao,A. Nageswara Rao,"Drama
",1953,1953,1758
Paropakaram,Kamal Ghosh,"Shobha Films
",Ghantasala,G. Varalakshmi,"Drama
",1953,1953,1759
Pempudu Koduku,L. V. Prasad,Prasad Art Pictures,S. Rajeswara Rao,Sivaji Ganesan,"Drama
",1953,1953,1760
Pichi Pullayya,T. Prakash Rao,National Art Theatres,T. V. Raju,N. T. Rama Rao,"Social
",1953,1953,1761
Prapancham,"S. L. Ramachandran
","Society Pictures
","M. S. Gnanamani
",V. Nagaiah,"Drama
",1953,1953,1762
Pratigna ,Y. R. Swamy,"Rohini Pictures
","T. A. Kalyanam
",Kanta Rao,"Drama
",1953,1953,1763
Prema Lekhalu,Raja Nawathe,R. K. Films,Shankar–Jaikishan,Raj Kapoor,"Romance
",1953,1953,1764
Puttillu,"Dr. Raja Rao
","Raja Productions
",T. Chalapathi Rao,"Dr. Raja Rao, ","Drama
",1953,1953,1765
Rohini,Kamal Ghosh,"Madras Arts Production
",G. Ramanathan,Madhuri Devi,"Drama
",1953,1953,1766
Thandri,"M. R. S. Mani
","Excel Productions
","P. S. Divakar
",Prem Nazir,"Social
",1953,1953,1767
Vayyari Bhama,"P. Subba Rao
","Ajantha Pictures
",S. Rajeswara Rao,A. Nageswara Rao,"Adventure
",1953,1953,1768
Achintya Apeksha Ratnavali,S. M. Sriramulu Naidu,Pakshiraja Studios,S. M. Subbaiah Naidu,N. T. Rama Rao,"Action
",1954,1954,1769
Aggi Ramudu,"S. M. Sriramulu Naidu
","
","
",P. Bhanumathi,"Swashbuckler
",1954,1954,1770
Amara Sandhesam,Adurthi Subba Rao,"Sahini Pictures
",K. Prasad Rao,"Amarnath, ","Musical
",1954,1954,1771
Annadata,Vedantam Raghavaiah,"Ashwaraj Films
",P. Adinarayana Rao,A. Nageswara Rao,"Drama
",1954,1954,1772
Anta Manavalle,Tapi Chanakya,Saradhi Studios,Master Venu,"Amarnath, ","Drama
",1954,1954,1773
Baalanandam,K. S. Prakash Rao,Prakash Productions,Pendyala Nageswara Rao,"Relangi Satyanarayana Babu, Kundu, Turlapati Vijaya Lakshmi, Mallika, Nidadavol Jogabai, Kanda Mohan
","Drama
",1954,1954,1774
Bangaru Bhoomi,A. T. Krishnaswamy,Jayanthi Pictures,Thurayur Rajgopal Sarma,Anjali Devi,"Drama
",1954,1954,1775
Chakrapani,P. S. Ramakrishna Rao,Bharani Studios,P. Bhanumathi,A. Nageswara Rao,"Comedy
",1954,1954,1776
Chandraharam,K. Kameswara Rao,Vijaya Productions,Ghantasala,N. T. Rama Rao,"Folklore
",1954,1954,1777
Iddaru Pellalu,"F. Nagoor
","Nagoor Cine Productions
",T. R. Pappa,N. T. Rama Rao,"Drama
",1954,1954,1778
Jatakaphalam,R. Nagendra Rao,R. N. R. Pictures,"R. Sudharsanam
",S. V. Ranga Rao,"Comedy
",1954,1954,1779
Jyothi,K. B. Tilak,"Navayuga Productions
",Pendyala Nageswara Rao,G. Varalakshmi,"Drama
",1954,1954,1780
Kalahasti Mahatyam,"H. L. N. Simha
",AVM Productions,R. Sudharsanam,Rajkumar,"Mythology
",1954,1954,1781
Maa Gopi,B. S. Ranga,Vikram Productions,Viswanathan–Ramamoorthy,V. Nagaiah,"Drama
",1954,1954,1782
Manohara,L. V. Prasad,"Manohar Pictures
",S. V. Venkatraman,Sivaji Ganesan,"Folklore
",1954,1954,1783
Menarikam,"Jampana
","Jampana Nandi Productions
",Pendyala Nageswara Rao,C. H. Narayana Rao,"Drama
",1954,1954,1784
Nirupedalu,T. Prakash Rao,"Gokul Pictures
",T. V. Raju,A. Nageswara Rao,"Drama
",1954,1954,1785
Palle Paduchu,"B. Subba Rao
","Shyamala Pictures
","M. S. Ramarao
",Mukkamala,"Drama
",1954,1954,1786
Parivartana,T. Prakash Rao,"Janata Pictures
",T. Chalapathi Rao,N. T. Rama Rao,"Drama
",1954,1954,1787
Peddamanushulu,K. V. Reddy,Vauhini Studios,Ogirala Ramachandra Rao,"Jandhyala Gaurinatha Sastri, ","Social
",1954,1954,1788
Praja Rajyam,"A. Kasilingam
","Parimalam Pictures
",Viswanathan–Ramamoorthy,K. R. Ramasamy,"Social
",1954,1954,1789
Raji Na Pranam,"K. J. Mahadevan
",Gemini Studios,S. Hanumantha Rao,T. R. Ramachandran,"Romance
",1954,1954,1790
Raju Peda,B. A. Subba Rao,B. A. S. Productions,S. Rajeswara Rao,N. T. Rama Rao,"Folklore
",1954,1954,1791
Raja Guruvu,A. S. A. Sami,"Narasu Studios
",K. N. Dandayudhapani Pillai,K. R. Ramasamy,"Folklore
",1954,1954,1792
Rechukka,P. Pullaiah,"Prathibha Pictures
","Aswathamma
",N. T. Rama Rao,"Action
",1954,1954,1793
Sangham,"M. V. Raman
",AVM Productions,"R. Sudharsanam
",N. T. Rama Rao,"Romance
",1954,1954,1794
Sati Sakkubai,K. B. Nagabhushanam,Sri Raja Rajeswari Films,Ogirala Ramachandra Rao,K. Raghuramaiah,"Comedy
",1954,1954,1795
Todu Dongalu,D. Yoganand,National Art Theatres,T. V. Raju,N. T. Rama Rao,"Social
",1954,1954,1796
Vaddante Dabbu,Y. R. Swamy,Rohini Pictures,"T. A. Kalyanam
",N. T. Rama Rao,"Comedy
",1954,1954,1797
Vipra Narayana,P. S. Ramakrishna Rao,Bharani Studios,S. Rajeswara Rao,A. Nageswara Rao,"Devotional
",1954,1954,1798
Batasari,P. S. Ramakrishna Rao,,Master Venu,A. Nageswara Rao,Romance,1961,1961,1799
Bava Maradallu,P. A. Padmanabha Rao,,Pendyala Nageswara Rao,J. V. Ramana Murthy,Romance,1961,1961,1800
Bhakta Jayadeva,P. Rama Rao,,S. Rajeswara Rao,A. Nageswara Rao,Biography,1961,1961,1801
Bharya Bhartalu,Kotayya Pratyagatma,,S. Rajeswara Rao,Akkineni Nageshwara Rao,Drama,1961,1961,1802
Bikari Ramudu,P. Padmaraju,,B. Gopalam,Kanta Rao,Folklore,1961,1961,1803
Evaru Donga,M. A. Thirumugam,,K. V. Mahadevan,Udaykumar,Drama,1961,1961,1804
Gullo Pelli,K. S. Prakash Rao,,,Balayya,Drama,1961,1961,1805
Iddaru Mitrulu,A. Subbarao,,S. Rajeswara Rao,A. Nageswara Rao,Drama,1961,1961,1806
Indrajeet (Sati Sulochana),S. Rajinikanth,,,N. T. Rama Rao,,1961,1961,1807
Intiki Deepam Illale,V. N. Reddy,,Viswanathan–Ramamoorthy,N. T. Rama Rao,Drama,1961,1961,1808
Jagadeka Veeruni Katha,K. V. Reddy,,Pendyala Nageswara Rao,N. T. Rama Rao,Folklore,1961,1961,1809
Jebu Donga,P. Neelakantan,,S. M. Subbaiah Naidu,M. G. Ramachandran,Drama,1961,1961,1810
Kalasi Vunte Kaladu Sukham,Tapi Chanakya,,Master Venu,N. T. Rama Rao,Drama,1961,1961,1811
Kanna Koduku,Krishna Rao,,S. P. Kodandapani,Jaggayya,Drama,1961,1961,1812
Kannyaka Parameswari Mahatmyam,A. S. A. Sami,,R. Sudarsanam,Sivaji Ganesan,,1961,1961,1813
Korada Veerudu,M. Radhakrishnan,,G. Ramanathan &  J. Purushotham,"P. S. Veerappa, Showkar Janaki, V. B. S. Mani, Tambaram Lalita, T. K. Ramachandran, Vanaja, T. S. Balaiah, Krishnabai",Fantasy,1961,1961,1814
Krishna Kuchela,P. Subramaniam,,Brother Lakshmanan,Kanta Rao,Mythology,1961,1961,1815
Krishna Prema,A. Subbarao,,Pendyala Nageswara Rao,Balayya,Devotional,1961,1961,1816
Pelli Kaani Pillalu,C. S. Rao,,Master Venu,Jaggayya,Drama,1961,1961,1817
Pendli Pilupu,A. V. Seshagiri Rao,,K. Prasad Rao,N. T. Rama Rao,Drama,1961,1961,1818
Rushyasrunga,Mukkamala,,T. V. Raju,Haranath,Folklore,1961,1961,1819
Sabhash Raja,P. S. Ramakrishna Rao,,Ghantasala,A. Nageswara Rao,Drama,1961,1961,1820
Santha,Manapuram Appa Rao,,,N. T. Rama Rao,,1961,1961,1821
Sati Sulochana,Rajanikanth Sabnavis,,T. V. Raju,N. T. Rama Rao,Historical,1961,1961,1822
Seetharama Kalyanam,N. T. Rama Rao,,Gali Penchala,N. T. Rama Rao,Historical,1961,1961,1823
Shanta,Manapuram Apparao,,,N. T. Rama Rao,Drama,1961,1961,1824
Taxi Ramudu,V. Madhusudhan Rao,,T. V. Raju,N. T. Rama Rao,Drama,1961,1961,1825
Thandrulu Kodukulu,K. Hemabharadara Rao,,T. Chalapathi Rao,Chalam,Drama,1961,1961,1826
Usha Parinayam,K. B. Nagabhushanam,,S. Hanumantha Rao,Kanta Rao,Devotional,1961,1961,1827
Vagdanam,Aatreya,,Pendyala Nageswara Rao,A. Nageswara Rao,Drama,1961,1961,1828
Varalakshmi Vratham,B. Vittalacharya,,Rajan-Nagendra,Kanta Rao,Devotional,1961,1961,1829
Velugu Needalu,Adurthi Subba Rao,,,Akkineni Nageshwara Rao,Drama,1961,1961,1830
Aathma Balam,V. Madhusudan Rao,,,Akkineni Nageswara Rao,Drama,1964,1964,1831
Amara Shilpi Jakkanna,B. S. Ranga,,,Akkineni Nageswara Rao,Biographical film,1964,1964,1832
Babruvahana,Samudrala Raghavacharya,,,N. T. Rama Rao,Mythological Drama,1964,1964,1833
Bangaru Thimmaraju,G.Viswanadham,,,Tadepalli Lakshmi Kanta Rao,,1964,1964,1834
Bobbili Yuddham,C. Seetaram,,,N. T. Rama Rao,Historical period drama,1964,1964,1835
Dagudu Moothalu,Adurthi Subba Rao,,,N. T. Rama Rao,Comedy Drama,1964,1964,1836
Desa Drohulu,Bolla Subba Rao,,,N. T. Rama Rao,Drama,1964,1964,1837
Doctor Chakravarty,Adurthi Subba Rao,,,Akkineni Nageswara Rao,Drama,1964,1964,1838
Kalavari Kodalu,K. Hemambaradhara Rao,,,N. T. Rama Rao,,1964,1964,1839
Manchi Manishi,Kotayya Pratyagatma,,,N. T. Rama Rao,Drama,1964,1964,1840
Marmayogi,B. A. Subba Rao,,,N. T. Rama Rao,,1964,1964,1841
Mooga Manasulu,Adurthi Subba Rao,,,Akkineni Nageswara Rao,,1964,1964,1842
Murali Krishna,P. Pullaiah,,,Akkineni Nageswara Rao,Drama,1964,1964,1843
Pativrata,Chitrapu Narayana Rao,,,,,1964,1964,1844
Pooja Phalam,B. N. Reddi,,,Akkineni Nageswara Rao,Drama,1964,1964,1845
Peetala Meeda Pelli,Ghantasala Krishnamurthy,,,Jaggayya,Drama,1964,1964,1846
Ramadasu,Chittor V. Nagaiah,,,Chittor V. Nagaiah,,1964,1964,1847
Ramudu Bheemudu,Tapi Chanakya,,,N. T. Rama Rao,Drama,1964,1964,1848
Sabhash Suri,I. N. Murthy,,,N. T. Rama Rao,,1964,1964,1849
Sri Satyanarayana Mahathyam,S. Rajinikanth,,,N. T. Rama Rao,,1964,1964,1850
Sri Tirupatamma Katha,B. S. Narayana,,,N. T. Rama Rao,,1964,1964,1851
Vaarasatwam,Tapi Chanakya,,,N. T. Rama Rao,,1964,1964,1852
Vivaha Bandham,P. S. Ramakrishna Rao,,,N. T. Rama Rao,Drama,1964,1964,1853
Aadavaallu Meeku Joharlu,K. Balachander,,,Jayamalini,,1981,1981,1854
Aakali Rajyam,K. Balachander,,,Kamal Haasan,,1981,1981,1855
Addala Meda,Dasari Narayana Rao,,,Mohan Babu,,1981,1981,1856
Aggi Ravva,K. Bapaiah,,,N. T. Rama Rao,,1981,1981,1857
Agni Poolu,K. Bapaiah,,,Krishnamraju,,1981,1981,1858
Alludugaru Zindabad,Subba Rao Katta,,,Gummadi,,1981,1981,1859
Amavasya Chandrudu,Singeetam Srinivasa Rao,,,Kamal Haasan,,1981,1981,1860
Antham Kadidi Aarambam,Vijaya Nirmala,,,Krishna,,1981,1981,1861
Asha Jyoti,T. Prakash Rao,,,Gummadi,,1981,1981,1862
Babulugaadi Debba,K. Vasu,,,Krishnam Raju,Action,1981,1981,1863
Bala Nagamma,K. Shankar,,,Sarath Babu,,1981,1981,1864
Bhoga Bhagyalu,P. Chandrasekhara Reddy,,,Gummadi,,1981,1981,1865
Bhogimanthulu,Vijaya Nirmala,,,Rati Agnihotri,,1981,1981,1866
Chattaniki Kallu Levu,S. A. Chandrasekhar,,,Chiranjeevi,,1981,1981,1867
Chinnaari Chittibaau,Gopalakrishnan,,,,,1981,1981,1868
Dabbu Dabbu Dabbu,Vijaya Baapineedu,,,Mohan Babu,,1981,1981,1869
Devudu Mamayya,K. Vasu,,,Shobhan Babu,,1981,1981,1870
Guru Sishyulu,K. Bapayya,,,ANR,,1981,1981,1871
Illalu,Rama Rao Tatineni,,,Shobhan Babu,,1981,1981,1872
Jeevitha Ratham,V. Madhusudan Rao,,,Rati Agnihotri,,1981,1981,1873
Kirayi Rowdylu,Kodanda Rami Reddy A.,,,Chiranjeevi,,1981,1981,1874
Kondaveeti Simham,K. Raghavendra Rao,,,N. T. Rama Rao,,1981,1981,1875
Maha Purushudu,P. Lakshmi Deepak,,,N. T. Rama Rao,,1981,1981,1876
Mudda Mandaram,Jandhyala Subramanya Sastry,,,Poornima,,1981,1981,1877
Nyayam Kavali,Kodanda Rami Reddy A.,,,Raadhika,,1981,1981,1878
O Amma Katha,Vasanta Sen,,,Sharada,,1981,1981,1879
Oorukichchina Maata,Balaiah M.,,,Chiranjeevi,,1981,1981,1880
Ooruki Monagadu,K. Raghavendra Rao,,,Raogopalrao,,1981,1981,1881
Pakkinti Ammayi,K. Vasu,,,Jayasudha,Comedy,1981,1981,1882
Parvathi Parameswarulu,M. S. Koti Reddy,,,Chiranjeevi,,1981,1981,1883
Patalam Pandu,,,,Mohan Babu,,1981,1981,1884
Prema Mandiram,Dasari Narayana Rao,,,Akkineni Nageshwara Rao,,1981,1981,1885
Prema Natakam,Subba Rao Katta,,,Sharada,,1981,1981,1886
Prema Pichchi,C. V. Rajendran,,,Rati Agnihotri,,1981,1981,1887
Prema Simhasanam,Dasari Narayana Rao,,,N. T. Rama Rao,,1981,1981,1888
Premabhishekam,Dasari Narayana Rao,,,Akkineni Nageshwara Rao,,1981,1981,1889
Priya,S. P. Chitti Babu,,,Chiranjeevi,,1981,1981,1890
Puli Bidda,V. Madhusudan Rao,,,Krishnam Raju,,1981,1981,1891
Radha Kalyanam,Bapu,,,Chandramohan,,1981,1981,1892
Ragile Jwala,K. Raghavendra Rao,,,Krishnam Raju,,1981,1981,1893
Amavasya Chandrudu,Singeetam Srinivasa Rao,,,Kamal Haasan,,1981,1981,1894
Rani Kasula Rangamma,T. L. V. Prasad,,,Chiranjeevi,,1981,1981,1895
Sandhya Ragam,A. S. Ramachandra Rao,,,Gummadi,,1981,1981,1896
Saptapadi,Kashinathuni Vishwanath,,,J. V. Somayajulu,,1981,1981,1897
Satyabhama,K. Raghavendra Rao,,,Chandramohan,,1981,1981,1898
Satyam Shivam,K. Raghavendra Rao,,,N. T. Rama Rao,,1981,1981,1899
Seethakoka Chilaka,Bharathiraja,,,Karthik,,1981,1981,1900
Siddhalingeshwara Mahima,Hunsur Krishnamurthy,,,,,1981,1981,1901
Srirasthu Subhamasthu,Katta Subba Rao,,,Chiranjeevi,,1981,1981,1902
Swapna,Dasari Narayana Rao,,,Swapna,,1981,1981,1903
Taxi Driver,S. P. Chitti Babu,,,Krishnam Raju,,1981,1981,1904
Tirugu Leni Manishi,K. Raghavendra Rao,,,Rati Agnihotri,,1981,1981,1905
Todu Dongalu,K. Vasu,,,Krishna,,1981,1981,1906
Tyagayya,Bapu,,,J. V. Somayajulu,,1981,1981,1907
Viswaroopam,Dasari Narayana Rao,,,N. T. Rama Rao,,1981,1981,1908
Pranaya Geetham,P. Sambasiva Rao,,,Chandra Mohan,,1981,1981,1909
Gaja Donga,K. Raghavendra Rao,,,N. T. Rama Rao,,1981,1981,1910
Prema Kanuka,K. Raghavendra Rao,,,Akkineni Nageswara Rao,,1981,1981,1911
Srivari Muchatlu,Dasari Narayana Rao,,,Akkineni Nageswara Rao,,1981,1981,1912
Bhakta Tulasidas,Lanka Satyam,Sri Raja Rajeswari Films,B. Narasimha Rao,K. Raghuramaiah,Biography,"10 April 1946
",1946,1913
Griha Pravesam,L. V. Prasad,"Saradhi Films
",Nalini Kanta Rao,L. V. Prasad,Drama,"10 October 1946
",1946,1914
Mangalasutram,D. N. Kotnis,"Prabhakar Productions
",P. Muniswamy,"K. Prabhakar Rao, ",Drama,"12 December 1946
",1946,1915
